Client ID,Project ID,Branch,Year,Rating (0-10),Client Feedback,Langauage,Focus of Engagement,Type of Client,Feedback Submission Date,1. Net promoter score,2. Professionalism,2. Understanding,2. Deliverables,2. Recommendations,4. Most Valuable,5. Improvements,6a. Recommendations implementation,6b. Recommendations reasons,7 Help aims,8. Overall experience,9. Public Disclosure,10. Public Feedback,11. Will repeat?
1498,473,Turin,2016,10,a. Excellent (9-10),,,,7/5/2016 3:45,10,5,4,5,5,the team competencies (problem definition; analysis and reporting) and the sense of responsibility demonstrated,,5,We intend implement the recommendations because they add value to our work helping us to define the system of action in which we are operating,4,Very positive. We learnt a lot ,yes,yes,yes
1499,551,Turin,2016,10,a. Excellent (9-10),,,,9/9/2016 13:06,10,5,4,4,5,the team competencies (problem definition; analysis and reporting) and the sense of responsibility demonstrated,,5,We intend implement the recommendations because they add value to our work helping us to better communicate our message to everybody,4,Very positive. We learnt a lot and the team helped us to solve an issue,yes,no,yes
1563,1404,King's College London,2019,10,a. Excellent (9-10),English,Fundraising,Education,7/1/2019 4:45,10,5,5,5,5,It made us sharpen up our plans for development and it gave us great ideas for fund-raising and organisational development.,It was just the right timescale for our current phase of development.,5,Good ideas are well worth implementing.,4,"Very positive.
Thanks.",yes,yes,yes
2135,978,University of Antwerp,2018,10,a. Excellent (9-10),English,Market Analysis,Environment,1/24/2018 23:22,10,5,5,5,5,"Very good understanding of our business, hands on advice on our communication and even networking on our behalf",The commitment and skills of the team,5,They fit our purpose and strategy,4,Very positve!,yes,yes,yes
1133,1650,University of New South Wales,2019,10,a. Excellent (9-10),English,Market Analysis,Children/Youth,6/20/2019 18:34,10,5,5,5,5,"Members of the them were committed, responsible and reliable.  Appropriate advices were made according to our challenges and desired outcomes.  We felt being supported in the process.",To suggest who will benefit from attending the meetings.,5,"Very reasonable, not hard to implement, the process of implementation can possible lead to good reflection and outcomes",5,"Very professional - presentation, written work, management of timeline, communication, advices
Responsible 
Reliable
Client-focused
 
",yes,yes,yes
1148,783,Lulea University of Technology,2017,10,a. Excellent (9-10),Abkhaz,Competitor Analysis,Accomodation/Shelter,6/14/2017 2:58,10,5,4,5,4,"To have someone to dig deep into a challenge that our organization has, but not the time to do it ourself. I view from outside. ",Even more time to explain different parts of the organization to the hole project group in the beginning. ,5,The recommendations were very good & included many practical things. Some of them easy to practice right away & some that are more long terms. A good mix of things to do in differens time aspects & small and big things! ,4,Very professional & a organization that I will recommend to others to collaborate with. ,yes,yes,yes
2099,670,"SOAS, University of London",2017,10,a. Excellent (9-10),English,Expansion,Children/Youth,4/29/2017 17:28,10,5,5,5,5,The recommendations and getting to ask questions about those recommendations that had been drawn from very relevant sources.,Maybe the ability to go through the recommendations once they have been implemented in order to see if the implementation was as the consultants had envisaged it.,5,They are taken from relevant similar projects and the diagrams and pictures made it easy to understand what implementation would look like.,4,Very professional and enriching. I am very pleased to have had the opportunity.,yes,anon,yes
1433,785,Macquarie University,2017,10,a. Excellent (9-10),English,Expansion,Health,7/7/2017 4:23,10,5,4,5,4,"""Confirmation of possible options which supported charity's strategy.
Some useful ideas - need to be explored more now and built upon if possible (review of similar options also required which already exist in the market place)""",Potentially refinement of ideas and check to see if there are already similar initiatives in the market place (eg suggestion of introducing art in schools but there is a similar initiative already so it needs to be considered if different enough). Potentially talking to target businesses:schools to see what they thought of ideas ,2,Need refinement and some modifications before being potentially used - good to use as a springboard and also for the future ,4,Very professional and key areas well researched . Meetings well organised. Presentation well thought out.,yes,yes,yes
368,1616,Stockholm School of Economics,2019,10,a. Excellent (9-10),English,Strategy,Health,5/20/2019 8:10,10,5,5,5,5,To gain insights to our new B2B customer base!,"Nothing, it was perfect!",5,We are just starting our B2B sales and the outcome will be implemented in our sales process/communication strategy,4,Very professional and nice! Great team and awesome result!,yes,yes,yes
755,1818,University of New South Wales,2020,10,a. Excellent (9-10),English,Expansion,Social Entrepreneurship (for-profit),11/9/2019 23:54,10,4,4,5,4,The output from the consulting project will help to shape our thinking regarding how we expand into QLD - so the approach and deliverables are all valuable.  One insight that came from the team - that we had not expected - was regarding our branding and needing to do more about the temp of the product and how often we clean,A few things things were late - or meeting needed re-scheduling which causes issues - and in a couple of cases - the communication was not clear (like orange avalability in QLD) between all parties and therefore the meetings were not as productive as they could have been.  All minor things ,4,"We will use several things delivered as our starting point for QLD - the heat map for malls, locations, customer feedback",4,Very professional and the quality of the outcome was very good. ,yes,yes,yes
842,1825,University of New South Wales,2020,10,a. Excellent (9-10),English,Market Analysis,Technology,11/14/2019 4:03,10,5,5,5,5,The structure and polished nature of the final deliverable was very impressive,,5,"Yes, we intend to release the final deliverable in the form of a co-branded whitepaper early next year",5,"Very professional, collaborative, and productive",yes,no,yes
138,2142,University of Bristol,2020,10,a. Excellent (9-10),English,Fundraising,Community Support,6/20/2020 15:02,10,5,5,5,4,They really helped us think about more sustainable strategies. Lee did an excellent job communicating with us frequently and the team was very engaging. We met up around 4 times as our team is from Bristol University as well so it was very convenient. They provided us with a pitch book and some growth strategy consultation which we found useful.,"Involvement from the Kenyan team to form a more interconnected triangle alliance between ourselves, the Kenyan team and the 180 Bristol team could have made collaboration and idea sharing somewhat easier.",4,Their recommendations were solid and the presentation clearly showed the benefits.,4,"Very professional, organised but also friendly down to earth people.",yes,anon,yes
618,710,"University of California, Berkeley",2017,10,a. Excellent (9-10),English,Competitor Analysis,Accomodation/Shelter,5/25/2017 11:51,10,4,4,5,4,Having a crew who could find and assimilate data we don't usually get to see was super helpful.  This team's value add was their skill in sythnesizing different data sources to present a coherent picture for us.,,3,We will likely implement some of the recommendations but our budget and day-to-day priorities may preclude us from full-scale implementation.,4,Very professional.  Very impressed. Only issue was setting appointments well in advance at mutually agreed upon times and showing up for those appts. on time.,yes,yes,yes
792,1102,"SOAS, University of London",2018,10,a. Excellent (9-10),English,Fundraising,Children/Youth,2/23/2018 4:24,10,5,5,5,5,It speak to our current need  and it points us in the right direction.,,5,Yes we will.,5,"Very proffesional , very helpfull and understanding.",yes,yes,yes
2115,2267,ESADE,2020,10,a. Excellent (9-10),English,Strategy,Education,7/10/2020 8:50,10,5,5,5,5,The efficient and easy communication with the team and the deep understanding of the Foundation organization.,,4,Because the recommendations are feasible and the risks have been studied previously by 180DC .,4,Very sactisfactory,yes,yes,yes
655,250,Texas A&M University,2015,10,a. Excellent (9-10),,,,11/15/2016 11:54,10,3,5,5,5,The research and the willingness of the team!,If we had less calls. The weekly calls are hard to make for our busy schedule.,5,Yes they were very very helpful.,5,"Very thorough, and very professional.",yes,anon,yes
1129,2723,Leuven,2020,10,a. Excellent (9-10),Dutch,Market Analysis,Education,12/14/2020 2:46,9,5,4,5,4,"Knowledge of the market, being in the same phase of study as we'd like to have researched",Bit more understanding of the methods and deliverables in the beginning ,4,"Yes we'd like to. However takes a lot of time to start a new market and still many things need to be arranged (notary, financials, setting up a business, contracts etc) before we could start. Covid -19 doesn't make this easier.",4,Very very positive! We are very impressed by the amount of quality of information. Also the methods used are the ones that we would have used ourselves!,yes,anon,yes
757,2513,Munich,2020,10,a. Excellent (9-10),English,Market Analysis,Education,7/28/2020 8:26,10,5,5,5,5,Use cases that we can act upon,Maybe regular weekly / fortnightly team-client calls. But not much I'd change.,5,It's very applicable to our priorities over the next 3-6 months,5,Was great. Impressed with professionalism and quality. Big thanks!!,yes,anon,yes
1432,203,Hamburg,2016,10,a. Excellent (9-10),,,,2/17/2016 10:59,10,5,4,5,4,The most valuable part was to get a better grasp and understanding of the basic self-understanding of our organisation through the vision from outside the project. It made it more clear to us what kind of social impact we want to achieve and consequently how to achieve it best. ,"Maybe we could have had a few more meetings with the consultants for an even better understanding - We only had two very intense meetings that took a few hours to discuss the issues with the consultants and one meeting to receive the final project presentation. However, we also have to take into account the very dense time frame of the consultation project and also the limited availability of our team members (as well as the consultants), since much work is based on volunteer work. 
All in all, for the limited time frame given, we were all pretty impressed and happy with the outcome!!  
Additionally, maybe it would have been helpful to receive some more information in the beginning, what is also expected of us as an organisation. At some points we weren't really sure if we fulfilled the expectations of 180 and the consulting team concerning for example to provide information ect.. 
",5,"The recommendations were all very clear, structured and already worked out. That means, it weren't only recommendations but already elaborated examples.
We are not sure, if we will implement all recommendations, especially since we are lacking the manpower to do so immediatly, but definitly we will implement some of them (one by one). The good thing is, the recommendations can be implemented any time and also the order can be modified. That means the recommendations will not get lost. ",4,"We all really enjoyed the experience with 180 dc and being part of this stunning project! It was so much fun to meet all these inspiring, motivated and clever people. We experienced 180 as very structured and professional. ",yes,yes,yes
5,2129,Sofia,2020,10,a. Excellent (9-10),English,Fundraising,Education,2/26/2020 12:15,10,4,3,3,3,Analysis of potential partners for us. ,"What we expected to see on the project was more attention to be paid on the fundraising strategy, I.E analysis of the market, itâ€™s demands and the main participants",3,"Some of recommendations are not applicable to our NGO, considering our target group and the business environment. ",4,"We are delighted with the teamâ€™s dedication,  hard work and motivation to deliver an excellent product. ",yes,anon,yes
1296,297,Lulea University of Technology,2016,10,a. Excellent (9-10),,,,7/3/2016 3:39,10,5,5,5,5,"Since our primary target group is students, it has been very valuable with the student perspective from the consultants. Since we donâ€™t have that much experience with marketing in-house, the consultantâ€™s knowledge about marketing have been a great asset for us.   ","If they had the time and recourses to actually implement their suggestions and recommendations, but project deliverables are formulated in way that it will be possible for us to implement their suggestions ourselves.",5,"They delivered what we asked for, and far more, so we will definitely implement their recommendations.   ",5,"We are surprised that students could be this professional and could deliver recommendations of this high quality, great experience!  ",yes,anon,yes
1566,668,"SOAS, University of London",2017,10,a. Excellent (9-10),English,Strategy,Environment,5/2/2017 13:14,10,5,5,5,5,"The team did a great job at updating us on their progress so there were no negative surprises at the end. They were fantastic at further developing our product to the UK market by pointing out several key differences we had not previously thought of. We were positively surprised by the wide spectrum of suggestions, ranging from design/marketing to finance and logistics. ",-,5,We have put together a team for the implementation of the project (launching the chocolate in the UK) briefed with the ideas presented by 180DC. ,5,We are very grateful to the wonderful team.,yes,yes,yes
559,877,Copenhagen,2017,10,a. Excellent (9-10),English,Strategy,Education,6/28/2017 2:54,10,5,4,4,4,"Having the team give us a outer perspective on our communication and strategy was very helpful. Feeding us ideas and asking alot of questions helped us get more sharp on our ""What Why and How"".",An even closer collaboration. Maybe meeting more than once a week.,5,Specificaly two ideas will be directly implemented,4,"We are very happy with the collaboration with the team. We found the process pleasant, curious and motivating. The challenge was how big the team was so attaining consistancy in  full member meetings was a challange. Mainly two of the group members were frontrunners in communication and meeting attendance and that was very nice to have familiar faces through out the proces..",yes,yes,yes
1154,1232,Emory University,2018,10,a. Excellent (9-10),English,Fundraising,Community Support,5/7/2018 11:09,10,5,5,5,5,"The project allowed us to see some perspectives that we had not taken into account, given our ignorance of the new communication strategies.","The project would have been more valuable if there was the possibility that a professional would accompany us for a while in the application of the proposed strategies. Although we now have a better vision of what is required, we donÂ´t have a person prepared for this purpose.",4,"We will be applying those that we can, according to our professional expertise",4,We believe that the experience was very useful for our foundation and a great opportunity to improve in different areas. The work and dedication demonstrated by the students was very gratifying and we are very grateful for being able to be part of this alliance.,yes,yes,yes
2203,2237,Waterloo,2020,10,a. Excellent (9-10),English,Impact Measurement,Education,4/27/2020 15:05,10,5,4,4,3,"The thought exercise of how we ask this question in an effective way + the process was valuable. The work they did scraping LinkedIn profiles, having that data in a way we can read it and continue to analyze it in the future. Illustrates that VFA is doing it's job. ","Having a deeper focus on the methodology - how methodology would've impacted the analysis. We wish they would've spoken about how the question changed over time and how that impacted the analysis. 

Also, ensuring that their definition of startup is aligned with how we define it (we also work with small businesses & VCs). 

Another area is having significant results with actions we can take from it. We're not sure what actions we should take.

When they did the preview of the final presentation, we asked them for the breakdown of gender/demographics but it was not in the final presentation. We want to see this!",2,We're not sure what actions we should take ,4,"We enjoyed working with the Waterloo team. The question we were asking shifted a bit throughout the project, but we understand why the final choice was made. 180DC is really good at follow-up and checking in! ",no,no,yes
436,1103,New York University,2018,10,a. Excellent (9-10),English,Sustainability,Social Entrepreneurship (for-profit),7/22/2018 11:53,10,5,4,5,5,"The team did a fantastic job of delivering quality recommendations backed by thorough research. We were impressed by how well the team was able to adapt to our needs, especially considering that an auction house occupies a much more niche area than perhaps some other clients they have worked with previously. The final presentation to our board was received very well and it was clear that they had dedicated many hours to put everything together in a client-ready format. The team's final deliverable was also presented in both a digital format and hard copy that made it very easy for us to share with our broader organization to implement the recommendations.","Everything was already beyond our expectations. The only thing would be that if there had been more time, we would have loved to see a deeper dive in the arts industry. ",5,"Definitely! The recommendations were very structured and achievable in the 5-year plan. With the strong roadmap, we have already held two great meetings since the team's final presentation to discuss how to implement the recommendations with the broader organization. Overall, this project really inspired other group members within Christie's CSR.",5,"We had a fantastic experience with 180 Degrees Consulting. The overall project was very structured and the team was very courteous. From the start, the team presented an overall timeline for the project and did a good job of following up with us for data despite some delay from our end. For each biweekly check-in, we were amazed by how much content was packed into a 30-minute phone call. Even with the amount of content, the team never ran over time and we never recalled seeing one typo. Overall, the size of the team was perfect because it seemed like each member had an area of focus in the final deliverable. We would love to work with them again if another project comes up in the future. ",no,anon,yes
1731,1929,Texas A&M University,2018,10,a. Excellent (9-10),English,Operations,Hunger/Poverty,11/12/2019 11:05,10,5,5,5,4,I would say having an outside entity with fresh eyes come in to see our process was the most beneficial. ,n/a,4,"Yes, and no. We have not been able to use any of the programs recommended (one went out of business a month later and the others don't fit our needs entirely), but through the process we were able to clean up a lot of our procedures. That helped us out a lot.",5,"We had a very good experience with 180 Degrees Consulting. They came in and took ownership of the program, understanding our mission, and became a part of our staff. This helped them come to the recommendations and conclusions they did. ",yes,yes,yes
1687,1105,New York University,2018,10,a. Excellent (9-10),English,Expansion,Health,6/3/2018 11:53,10,5,4,5,5,"The project team's flexibility to re-prioritize the engagement timeline based on emerging needs, such as a request from a major Medicare Advantage plan to build a cost-effectiveness model for medical transportation assistance that resulted in Ride Health's securing a deal with them.","Sending deliverables farther in advance of check-in meetings to allow time for review prior to check-in meetings; we (the client) also could have done a better job of setting aside the requisite time to review deliverables in depth, which was at times challenging given our limited internal bandwidth during a high-growth period.",5,"Recommendations were specific, targeted, actionable, data-driven and additive to our market development efforts across relevant geographies. Based on what 180 Degrees did, we now have a validated model for deciding which geographies, health systems and health insurance companies are most worthy of our time / energy.",4,"We have been impressed with the thoughtfulness, thoroughness, transparency and accountability of the project team and 180 Degrees at NYU as a whole. With that in mind, we look forward to working with them again in Fall 2018!",yes,yes,yes
2195,188,University of New South Wales,2016,10,a. Excellent (9-10),,,,11/30/2015 16:28,10,5,4,4,4,The team did a really great job of finding quality sources that provided extremely relevant data about the population that Variety works to help. It is always helpful to get an outside perspective on our programs. ,"This project provided extremely valuable insight for our organisation to use internally. One additional meeting between Variety and the 180 team to discuss the progress of the project, field any additional questions from the team or to supply information that they needed might have made the project more valuable. ",4,We are in the process of creating a children's support strategy and are planning to use many of the same sources in our report about the population that we serve and NDIS information. ,4,We have had a very positive experience with 180 and would like to continue working together in the future. ,yes,yes,yes
746,1470,Vienna University of Economics and Business,2019,10,a. Excellent (9-10),English,Human Resources,Volunteering,3/17/2019 9:36,10,5,5,5,5,"We got confirmation on whatâ€™s probably the right way to go and on what to focus immediately.

We also like the results of the questionare. This gave us a very valuable feedback from our organisation.",More time and resources to go deeper and get more recommendations on other relevant topics.,5,The recommendations are well thought through and practicable.,4,"We liked working with our consulting team. It was a cooperative atmosphere and they gave their best in understanding what's going on in our organisation, finding our potentials and resolving our problems.",yes,yes,yes
104,1136,"University of California, Irvine",2018,10,a. Excellent (9-10),English,Marketing,Health,3/9/2018 18:02,10,5,5,5,5,"Our consultants did a complete data mining and thorough analysis of our core demographics, something that we have been needing but have never had the resources to complete. It was invaluable to have the expertise and time of the consultants to generate and produce this information for our organization.",,5,"Our consultants produced excellent recommendations that are outside our normal scope of marketing activities. We were delighted with how innovative they were with producing not only new approaches to help advance our marketing efforts, but also providing clear, hard data to confidently back up their recommendations. We look forward to implementing their strategies (budget permitting).",5,"We were extremely pleased with our group of consultants from the Irvine chapter of 180 Degrees Consulting. The experience was excellent starting from our very first meeting all the way to the final presentation. The consultants showed genuine earnestness in helping us advance our organization, and their passion for their work, and by proxy for our organization, was manifested in their steady diligence, commitment, and dedication throughout the entire project. ",yes,yes,yes
1920,2553,University of Melbourne,2020,10,a. Excellent (9-10),English,Competitor Analysis,Accomodation/Shelter,8/23/2020 11:09,10,5,5,4,4,Having a new perspective on our strategy and action plan,Deeper recommendation that are immediately implementable,5,Most of the recommendation were insightful and aligned with our objectives. The Foundation team will work to progress these and implement in the upcoming quarters.,4,We were impressed by the dedication and calibre of the consulting team. They listened to our feedback and course-corrected as appropriate.,yes,yes,yes
1715,1344,University of New South Wales,2018,10,a. Excellent (9-10),English,Market Analysis,Health,11/18/2018 16:29,10,5,5,5,4,The team took on the challenge and came to grips with most of the complexities of the sector very quickly. Their ability to come up with both data analysis and tools to manage and present data ongoing was very beneficial to inform marketing and operations and service delivery decisions.,,5,Their data template solution for us to rollout across sites is incredibly useful. It is flexible for us to amend and therefore can be adapted to our needs now and into the future.,5,We were very impressed by the professionalism and capabilities of the team. We really appreciate their flexibility to come to our work place which was a signiificant time and travel commitment.,yes,yes,yes
924,1213,University of New South Wales,2018,10,a. Excellent (9-10),English,Impact Measurement,Community Support,7/10/2018 3:58,10,5,4,5,5,"Your team asked lots of questions when they didn't understand. I like how you really wanted to make it work for us rather than do what you think we would want. 
It was great having Natalie's input too",Maybe it would have been nice to be able to see you guys rather than just phone meetings. Like a VC or something as it would have made it more personal. But other than that it was all good.,5,We are keen to send the report to the NSW Government to show them your independent review. The report was well laid out and easy to understand. VERY professional. There are aspects of your report that we have used in our paper being presented at the Australia and New Zealand Teachers of the Deaf Conference next week in Adelaide.,5,"We would MOST definitely recommend you guys to anyone. We would be happy to used you again as well when the need arises. 
The entire team were thorough and professional in your delivery of the final report. ",yes,yes,yes
2155,357,Ghent University,2016,10,a. Excellent (9-10),,,,5/23/2016 10:54,10,5,5,5,5,"De efficiÃ«ntie waarmee het 180DC-team ons project heeft benaderd, de planmatige aanpak.
Het gevoel dat we dit project in volle vertrouwen konden 'uitbesteden'. Vanaf het eerste gesprek was duidelijk dat 180DC onze vraag begreep en dat we op eenzelfde lijn zaten.",Geen opmerkingen.,5,De aanbevelingen uit het eindrapport vormen een duidelijk antwoord op de vraag die we hebben gesteld. Ze zijn concreet en meteen bruikbaar.,4,"We zijn zeer tevreden over de samenwerking met 18 Degrees Consulting: betrouwbaarheid, professionaliteit, manier van communiceren,...",yes,yes,yes
,1409,University of Minnesota,,10,a. Excellent (9-10),,,,1/23/2019 13:13,10,5,5,5,5,What we found most valuable were the very individualized suggestions we were given that accounted for our own needs and resources. ,I can't think of anything. We loved our experience and learned so much from this process. ,5,"There were several great suggestions on ways for us to amplify our Instagram reach that we can easily implement, after learning about it. ",5,"When we approached 180, we had just launched an intentional strategy around how we use Instagram to engage students. 180 was able to help us more clearly define the problem and generate solutions that fit within our time and resources. They were easy to work with and asked valuable questions along the way. I am really excited to implement some of their suggestions. I would recommend 180 to any nonprofit seeking to amplify their services. ",yes,yes,yes
1720,110,Macquarie University,2016,10,a. Excellent (9-10),,,,1/15/2016 6:34,10,5,5,5,5,"Understood the restrictions (physical, operational) of a chamber reliant on volunteers, so recommendations were appropriate.",Coming in and doing the recommendations!,5,Getting close to finalising an alliance with Ryde Business Forum that will allow us access to paid staff to help with implementing promotional plans.  New website being built adopted a few of your recommendations too.,4,"Will work with you on any project, at any time you want to work with me!  You all amaze me with your professionalism and commitment to excellence.",yes,yes,yes
945,228,Munich,2016,10,a. Excellent (9-10),,,,4/14/2016 3:09,10,5,5,5,5,"Die Datenbank, die sie fÃ¼r unsere SchÃ¼lerverwaltung erstellt haben. Sie erleichtert und verbessert unsere SchÃ¼lerverwaltung auÃŸerordentlich.",Die MÃ¶glichkeit fÃ¼r die Consulter vor Ort an eigenen Laptops zu arbeiten. ,5,"Die ZA betrachten wir als effizient und produktiv. Durch Einblicke in unsere internen AblÃ¤ufe wurden von 180 Degrees Consulting wertvolle VorschlÃ¤ge erstellt, wie der Arbeitsalltag im Projekt erleichtert werden kann.
Wir fanden die Arbeit mit 180Degrees sehr angenehm. Sie haben sich detailliert Einblicke in unsere TÃ¤tigkeiten und die Prozesse im Projekt verschafft und waren dabei sehr hÃ¶flich, sehr gut organisiert und sehr rÃ¼cksichtsvoll. Alles in allem sind wir sehr zufrieden. Wir empfehlen, die Zusammenarbeit mit 180Degrees fortzufÃ¼hren.
",4,"Wir fanden die Zusammenarbeit mit 180Degrees sehr gut. Die jungen Leute nahmen sich viel Zeit fÃ¼r die Analyse der Situation vor Ort, ohne dass sie durch ihre PrÃ¤senz im Arbeitsalltag negativ aufgefallen wÃ¤ren. Sie gingen auf alle unsere WÃ¼nsche ein, stellten viele Fragen zu den ArbeitsablÃ¤ufen, ohne aufdringlich zu sein oder uns gar am Arbeiten zu behindern, und nahmen alle unsere VorschlÃ¤ge ernst. DarÃ¼ber hinaus machten sie sich viele eigene Gedanken, wie sich die Arbeitsprozesse optimieren lieÃŸen und investierten auch auÃŸerhalb unserer BÃ¼roanwesenheit viel Zeit, um ein fÃ¼r uns brauchbares Konzept zu erarbeiten.
Die Kommunikation war stets vorbildlich - sowohl im Mailverkehr als auch telefonisch funktionierte alles schnell und reibungsfrei. Die Vorstellung der Ergebnisse der Analyse war vorbildlich - das Handbuch wurde nicht nur ausgehÃ¤ndigt, sondern ausfÃ¼hrlich erklÃ¤rt. Auch wurde uns die Hilfe und UnterstÃ¼tzung Ã¼ber das Ende des Projekts hinaus angeboten.

Alles in allem eine - wie wir hoffen - fÃ¼r beide Seiten lohnenswerte und gewinnbringende Zusammenarbeit zwischen dem Projekt KOMMmit! Des Vereins Hilfe von Mensch zu Mensch e.V. und 180Degrees.",yes,yes,yes
1682,2380,"University of California, LA",2020,10,a. Excellent (9-10),English,Marketing,Environment,6/30/2020 18:46,10,5,5,5,5,"It was a great deep dive into some of our most challenging storytelling, with solid data reporting to support our efforts",If the team could have helped implement some of the great solutions they proposed,3,"We are a very lean team right now, so our ability to implement will depend on how much time we can devote ",4,Wonderful!,yes,yes,yes
1682,2380,"University of California, LA",2020,10,a. Excellent (9-10),English,Marketing,Environment,6/30/2020 18:46,10,5,5,5,5,"It was a great deep dive into some of our most challenging storytelling, with solid data reporting to support our efforts",If the team could have helped implement some of the great solutions they proposed,3,"We are a very lean team right now, so our ability to implement will depend on how much time we can devote ",4,Wonderful!,yes,yes,yes
1489,2187,University of Sydney,2020,10,a. Excellent (9-10),English,Strategy,Education,6/8/2020 23:31,10,5,4,5,4,"It was a really valuable experience, particularly given the challenging time we have found ourselves in this year, it was wonderful to work with students who thought outside the box and came up with ideas that we hadn't thought of ourselves. The team were really great to work with and their intelligent and realistic ideas will be really valuable for our organisation.","Nothing comes to mind, I really enjoyed the whole process and gained a lot from working with the student team.",4,"They were brilliant ideas! If they aren't able to be implemented this year due to the changing environment that COVID-19 has brought on, we will definitely be able to implement the ideas in future.",4,Wonderful! I would be interested in working with 180 degrees again in the future.,no,anon,yes
914,1814,University of New South Wales,2019,10,a. Excellent (9-10),English,Impact Measurement,Accomodation/Shelter,11/22/2019 3:09,10,5,5,5,5,The Social Return on Investment model designed by 180DC means we can better communicate social impact created by Head Start Homes ,,5,I already have started using the Social Return on Investment model in our communications including in our Annual Report ,5,"Wonderful, highly recommended! ",yes,yes,yes
1472,2573,Monash University,2020,10,a. Excellent (9-10),English,Strategy,Hunger/Poverty,8/8/2020 22:04,10,5,4,5,5,Receiving the presentation materials earlier for pre reading to ensure it was a more meaningful discussion,"Wonderful to work with. Very professional and the critical analysis was incredibly helpful, specifically in understanding the competitor context.",5,,5,"Wonderful. Tegan was an incredible lead on this. Covid made this process difficult but the team was incredibly adaptable and understood our limited capacity. The lack of success and output it totally on our end not theirs, they were remarkable.",yes,yes,yes
1026,1675,"University of California, Irvine",2019,10,a. Excellent (9-10),English,Fundraising,Community Support,3/21/2019 12:59,10,5,5,5,5,"The ability to see big and small picture of action steps we need to take to further develop, brand and fundraise.","I think sometimes with some of the information we weren't on the same page. For example, when we talked about podcasts, I didn't really think creating a podcast, but rather being showcased on a podcast. But it was good to know that this was an option.

Also after we ruled out newspaper print marketing, we still were reviewing it as an option in future meetings. That might have been my fault if I didn't make it clear enough.",4,"We want to get started on some of this stuff, but we need to make time to do it! 
So I hope to have some more time in the next couple of weeks to make it happen.",5,Wonderful. Your team is wonderful and I wish you all success in your future!,yes,yes,yes
1764,2356,University of British Columbia,2020,10,a. Excellent (9-10),English,Marketing,Education,5/25/2020 13:10,10,5,5,5,5,working with a big team with diverse backgrounds and feedback; lead by one main contact person who is driven and responsible,"more time to trial some of the recommendations, poll the target market or provide support in implementing recommendations",5,excellent ideas,5,"wonderful; greatly improved from the previous year. This year's teams were responsive, timely and fulfilled deliverables on time",yes,yes,yes
2059,1626,University of Bath,2019,10,a. Excellent (9-10),English,Fundraising,Health,5/10/2019 9:14,10,5,5,5,5,Confirming theories we already had and bringing in some new innovative ideas (for example shared social media account for ambassadors/buddy system).,A larger pool of students (and Universities) to draw from in the survey and other research. ,5,"There are some concrete things we can implement immediately (e.g. Universities to focus on recruiting based on learnings). I especially like the quadrant recommendations, they give a good indication as to what is realistically achievable and how to integrate into our current strategy.",4,"Working with 180DC has been a great experience. The team were efficient, thorough and very professional. An extremely high standard for a student venture, well exceeding my expectations. From weekly status reports to a mid project brainstorm session,180DC provided regular opportunities to ensure we were staying in line with overall aims and hitting objectives. A particular shout out to Kas who was an excellent project leader and did a great job heading up his team and working closely with Movember to ensure the best outcome possible. An impressive group of young people who are going places! ",yes,yes,yes
1565,1485,Western Australia,2018,10,a. Excellent (9-10),English,Sustainability,Education,11/19/2018 20:49,10,4,5,5,5,The materials produced for ongoing use will save time and maximise impact.,,4,"Almost all of the recommendations were aligned and viable, but for time and money limitations at our end. Noting that the team recognised and made great effort to account for this, there are recommendations that we will be able to implement. Some recommendations will otherwise be implemented in the event the time and financial support we need arises.",4,Working with 180DC was a really positive experience. An incredibly enthusiastic and engaged team with a great array of skill sets each bought a unique contribution to the project. The shear breadth of the aspects of our project that they tackled and the deliverables created was incredibly impressive.,yes,yes,yes
2348,232,Munich,2016,10,a. Excellent (9-10),,,,6/1/2016 12:50,10,5,5,5,5,"Die Erkenntnis, wie gut diese jungen Menschen sich in ein Thema einarbeiten und es fundiert bearbeiten kÃ¶nnen. Die Kombination der unterschiedlichen Blickwinkel, die sie eingebracht haben (Psychologie, Medizin, BWL). Dass es am Ende ein sehr greifbares Ergebnis gab, ein Tool, mit dem wir direkt arbeiten kÃ¶nnen.
Alles Weitere wird sich in der Anwendung zeigen.",Ein konkreter Anwendungsdurchlauf,5,,0,Wunderbar! Absolut professionell.,yes,yes,yes
2348,232,Munich,2016,10,a. Excellent (9-10),,,,6/1/2016 12:50,10,5,5,5,5,"Die Erkenntnis, wie gut diese jungen Menschen sich in ein Thema einarbeiten und es fundiert bearbeiten kÃ¶nnen. Die Kombination der unterschiedlichen Blickwinkel, die sie eingebracht haben (Psychologie, Medizin, BWL). Dass es am Ende ein sehr greifbares Ergebnis gab, ein Tool, mit dem wir direkt arbeiten kÃ¶nnen.
Alles Weitere wird sich in der Anwendung zeigen.",Ein konkreter Anwendungsdurchlauf,5,,0,Wunderbar! Absolut professionell.,yes,yes,yes
